Household_ID,State,City,City_Type,Household_Size,Age_of_Household_Head,Education_Level,Employment_Status,Monthly_Income_INR,Rent_EMI_INR,Food_Expense_INR,Utilities_INR,Education_Expense_INR,Healthcare_Expense_INR,Transport_Expense_INR,Shopping_Expense_INR,Entertainment_Expense_INR,Other_Expenses_INR,Loan_Amount_INR,Monthly_Loan_Payment_INR,Savings_INR,Investment_INR,Financial_Goal,Emergency_Fund_Months,Internet_Access,Vehicle_Ownership,Financial_Stress_Level,Financial_Health_Score
HH09637,Kerala,Thiruvananthapuram,Urban,2,49,Postgraduate,Salaried,127600,20420,18310,7320,1640,6820,7700,5120,1640,4730,799000,12730,21890,7050,Home,18,Yes,None,Very Low,80
HH09638,Rajasthan,Jaipur,Urban,3,52,Graduate,Self-Employed,151900,32270,25530,9350,12990,12190,11180,8910,3810,2430,639000,9040,18150,7140,Vehicle,18,Yes,Two_Wheeler,Low,71
HH09639,Kerala,Kochi,Urban,2,43,Postgraduate,Salaried,70300,6480,10270,4360,2990,3530,6310,2820,1430,1170,577000,11830,15580,2900,Retirement,18,Yes,Two_Wheeler_and_Car,Low,76
HH09640,Karnataka,Bengaluru,Urban,6,28,Secondary,Unemployed,10100,1460,2500,2030,600,710,880,780,340,390,0,0,250,60,Education,4.6,Yes,None,Medium,55
HH09641,Gujarat,Ahmedabad,Urban,2,37,Diploma,Salaried,53000,16040,8100,3280,600,2360,3570,3420,2120,1970,0,0,5970,1180,Emergency_Fund,17.2,Yes,Car,Low,78
HH09642,Telangana,Nizamabad,Urban,3,50,Secondary,Retired,84400,8410,12900,5270,7820,3660,5300,6040,2730,3410,648000,17320,5200,2210,Business,7.4,Yes,None,Medium,54
HH09643,Uttar Pradesh,Varanasi,Semi-Urban,4,55,Graduate,Salaried,36400,10570,7360,2440,3960,1690,2310,2090,420,1720,149000,2490,780,290,Business,3.8,Yes,Two_Wheeler,Medium,50
HH09644,Andhra Pradesh,Visakhapatnam,Urban,6,25,Secondary,Self-Employed,50200,17530,12420,4540,5700,3380,3910,3700,1320,1590,554000,6970,-6640,0,Home,0,Yes,Car,High,30
HH09645,Uttar Pradesh,Varanasi,Urban,1,45,Graduate,Government,129600,38110,20150,7030,510,6450,7640,9800,4370,5990,963000,22910,3450,1220,Education,1.3,No,Two_Wheeler,Medium,40
HH09646,Maharashtra,Pune,Semi-Urban,3,31,Secondary,Retired,28400,4420,3320,2760,1160,1420,1610,2150,720,1010,139000,2480,5540,1780,Emergency_Fund,13.9,No,Two_Wheeler,Low,79
HH09647,Maharashtra,Mumbai,Urban,5,45,Graduate,Government,60000,9910,10470,4040,3400,3460,3120,5330,2420,2750,459000,11120,1900,810,Emergency_Fund,6,Yes,None,Medium,48
HH09648,Maharashtra,Nagpur,Urban,4,43,Graduate,Self-Employed,102100,32200,15870,7160,9940,7420,7830,6100,3730,5070,0,0,3400,1450,Business,2,Yes,Two_Wheeler,Medium,53
HH09649,Telangana,Hyderabad,Urban,4,65,Secondary,Salaried,40500,12290,8890,2800,3800,3170,3240,2430,450,940,219000,4150,-1210,0,Home,0,Yes,Car,High,37
HH09650,Maharashtra,Mumbai,Urban,1,39,Graduate,Salaried,83300,11590,12040,5160,2750,6220,7170,5710,1640,3370,421000,5820,9900,5210,Home,10.3,Yes,Two_Wheeler_and_Car,Low,76
HH09651,Rajasthan,Jaipur,Urban,6,53,Secondary,Government,17400,3510,5910,2210,930,1380,900,870,370,800,57000,1040,-260,0,Emergency_Fund,0,Yes,Car,Medium,41
HH09652,Rajasthan,Jaipur,Rural,4,53,Postgraduate,Salaried,22700,4350,4950,2300,1080,1550,1070,1450,730,360,164000,4080,620,170,Retirement,4.4,Yes,Car,Medium,44
HH09653,Telangana,Warangal,Urban,6,42,Postgraduate,Government,73800,8100,14240,5220,7430,3760,5980,2400,1920,1140,0,0,18310,7650,Emergency_Fund,18,Yes,Two_Wheeler,Very Low,90
HH09654,West Bengal,Kolkata,Urban,7,45,Secondary,Daily Wage,54400,3090,8980,4310,5530,3410,4940,4070,1490,1220,0,0,11330,6120,Emergency_Fund,17.6,Yes,Two_Wheeler,Very Low,88
HH09655,Rajasthan,Jaipur,Urban,5,44,Diploma,Salaried,53600,12840,10640,3980,6380,3370,3890,2000,1870,1110,567000,11570,-2980,0,Home,0,No,Two_Wheeler,High,29
HH09656,Rajasthan,Udaipur,Urban,1,37,Graduate,Salaried,64600,16530,12330,4080,1290,2520,4380,4400,2200,1990,550000,14570,220,110,Business,0.5,Yes,Car,High,33
HH09657,Maharashtra,Pune,Semi-Urban,5,37,Graduate,Self-Employed,65800,3820,13780,5150,2780,2350,3400,5190,2460,3060,0,0,14810,2780,Home,18,Yes,Two_Wheeler,Very Low,91
HH09658,Andhra Pradesh,Madanapalle,Semi-Urban,4,40,Postgraduate,Salaried,51000,4070,8890,4030,6680,2440,2830,3380,2140,2360,266000,3190,8160,2730,Education,10.6,Yes,Car,Low,76
HH09659,Uttar Pradesh,Lucknow,Rural,2,34,Diploma,Salaried,18600,5410,4130,1600,1530,1200,1640,700,790,350,0,0,650,190,Retirement,7.8,Yes,Two_Wheeler,Medium,62
HH09660,Tamil Nadu,Coimbatore,Urban,3,39,Graduate,Self-Employed,98900,14030,17520,7180,9110,7240,5980,5740,1130,4470,0,0,17810,6040,Retirement,10.1,No,Two_Wheeler,Very Low,84
HH09661,Tamil Nadu,Chennai,Urban,2,42,Secondary,Salaried,57800,8040,10800,3230,2780,2380,5100,3470,1970,1180,190000,4710,11490,4670,Education,18,Yes,Two_Wheeler_and_Car,Low,79
HH09662,Gujarat,Vadodara,Semi-Urban,7,45,Diploma,Salaried,56100,15550,10720,4730,3440,1690,3760,3400,1540,1530,0,0,5610,2940,Retirement,18,Yes,Car,Low,75
HH09663,Karnataka,Bengaluru,Urban,5,48,Postgraduate,Salaried,44300,12210,9070,2420,6180,1960,4250,2240,1510,1610,367000,8650,-2850,0,Retirement,0,Yes,Two_Wheeler,High,30
HH09664,Rajasthan,Jodhpur,Urban,5,42,Postgraduate,Salaried,157500,20470,27690,10080,8330,11000,11540,13850,5920,3910,1551000,23860,14160,2730,Home,6.8,Yes,Two_Wheeler,Medium,58
HH09665,Andhra Pradesh,Guntur,Urban,5,37,Diploma,Unemployed,15000,3000,2500,1590,1840,820,850,730,570,370,119000,3010,-190,0,Home,0,Yes,None,High,32
HH09666,Gujarat,Ahmedabad,Urban,4,48,Secondary,Government,110200,32320,20670,7000,12070,3330,5380,3810,3650,2770,0,0,13450,4330,Home,7.9,Yes,Two_Wheeler,Low,73
HH09667,Odisha,Bhubaneswar,Semi-Urban,6,51,Graduate,Salaried,19800,6250,5870,2180,2340,980,1590,1550,520,610,0,0,-1470,0,Business,0,No,Two_Wheeler,Medium,41
HH09668,Odisha,Bhubaneswar,Rural,3,40,Graduate,Self-Employed,40300,9040,6700,2840,2240,2070,2760,2010,880,670,383000,8510,1540,580,Retirement,5.2,Yes,Two_Wheeler,Medium,46
HH09669,Uttar Pradesh,Noida,Semi-Urban,3,35,Graduate,Government,123300,29790,20340,7560,12030,9600,10230,4440,2770,4490,419000,10310,8140,2120,Emergency_Fund,12.2,Yes,Two_Wheeler,Medium,64
HH09670,Uttar Pradesh,Noida,Urban,4,40,Graduate,Self-Employed,66400,5660,12340,4260,2760,5030,5170,2070,1730,1870,587000,11020,10650,1980,Emergency_Fund,18,No,None,Low,70
HH09671,Karnataka,Mysuru,Semi-Urban,6,42,Graduate,Self-Employed,18000,4600,5370,2600,1880,870,1230,590,620,660,181000,2410,,0,None,0,Yes,None,High,32
HH09672,Odisha,Bhubaneswar,Semi-Urban,6,54,Diploma,Retired,19700,6590,5320,2330,1200,1950,1310,1110,200,390,192000,2310,-2150,0,Business,0,Yes,Two_Wheeler,High,33
HH09673,Uttar Pradesh,Varanasi,Semi-Urban,7,50,Graduate,Retired,40700,3090,9200,3620,1740,1490,2010,3330,900,1640,0,0,8140,2790,None,11.5,Yes,Two_Wheeler,Very Low,88
HH09674,Delhi,New Delhi,Urban,5,44,Graduate,Salaried,131900,45310,26090,8780,18420,9490,6460,6000,4080,4190,0,0,2400,1250,Retirement,3.2,Yes,Two_Wheeler,Medium,52
HH09675,Tamil Nadu,Coimbatore,Rural,3,61,Graduate,Self-Employed,43100,11410,8390,3190,2030,4330,2700,2730,1410,810,472000,10660,-3350,0,Home,0,Yes,Two_Wheeler,High,26
HH09676,Andhra Pradesh,Vijayawada,Urban,3,44,Graduate,Self-Employed,120200,15300,18340,6450,8300,6910,11950,4910,2760,4590,1260000,27600,5960,1120,Vehicle,8.3,Yes,Car,Medium,52
HH09677,Kerala,Kochi,Semi-Urban,4,57,Postgraduate,Salaried,75200,10600,14190,4930,5880,5600,5830,4810,3170,2780,0,0,12160,3590,Home,18,Yes,Two_Wheeler_and_Car,Very Low,81
HH09678,West Bengal,Siliguri,Semi-Urban,5,55,Secondary,Retired,22400,2480,2500,1950,1930,1960,1990,1800,690,970,0,0,3780,760,Retirement,11.9,Yes,Two_Wheeler,Very Low,83
HH09679,Tamil Nadu,Chennai,Rural,4,54,Secondary,Unemployed,16400,5020,4530,2520,1250,1650,1230,1150,430,770,73000,1230,-2540,0,Business,0,Yes,Two_Wheeler,High,33
HH09680,Tamil Nadu,Chennai,Rural,2,47,Below Secondary,Government,49900,11920,8960,2840,200,1270,3030,2850,1230,1850,0,0,9860,1720,Retirement,18,Yes,Two_Wheeler,Very Low,87
HH09681,Kerala,Kochi,Urban,4,45,Graduate,Salaried,57700,18210,10360,3820,3780,2370,4290,4190,1010,1710,228000,5660,1590,780,Vehicle,1,Yes,Two_Wheeler,Medium,44
HH09682,Andhra Pradesh,Guntur,Semi-Urban,6,44,Diploma,Salaried,33700,8540,6530,3330,1930,1300,1620,2290,980,1420,0,0,3270,860,Emergency_Fund,18,Yes,Car,Low,74
HH09683,Odisha,Bhubaneswar,Urban,3,52,Graduate,Salaried,30500,3250,6790,2630,2890,970,1430,1820,1280,1270,0,0,6620,2860,Emergency_Fund,18,Yes,Two_Wheeler,Very Low,86
HH09684,Karnataka,Mysuru,Semi-Urban,5,37,Secondary,Self-Employed,54800,3130,10820,3890,4710,4340,4270,2020,670,2530,0,0,11250,3820,Retirement,16.5,Yes,Two_Wheeler_and_Car,Very Low,89
HH09685,Telangana,Nizamabad,Urban,3,42,Postgraduate,Salaried,57400,4390,9910,3940,4070,2170,3410,3650,2580,2400,526000,8860,7450,2890,Retirement,13.1,Yes,Two_Wheeler,Low,69
HH09686,Andhra Pradesh,Madanapalle,Urban,4,59,Graduate,Government,92800,30610,17020,6200,5740,5130,8830,3080,3580,3370,671000,15210,-3700,0,Vehicle,0,Yes,Two_Wheeler_and_Car,High,33
HH09687,Rajasthan,Udaipur,Rural,5,50,Secondary,Unemployed,13000,1590,3080,1110,1390,560,700,500,320,450,0,0,2060,770,Emergency_Fund,18,Yes,Two_Wheeler,Very Low,82
HH09688,Uttar Pradesh,Varanasi,Semi-Urban,3,53,Diploma,Salaried,56400,8700,11120,4040,7610,4550,3990,2470,670,1980,292000,4040,5740,2890,Business,9.1,Yes,Two_Wheeler,Low,66
HH09689,Andhra Pradesh,Guntur,Urban,5,33,Diploma,Unemployed,17000,3000,2500,1900,820,1350,1590,580,410,540,94000,1950,1290,480,Education,11.6,Yes,Two_Wheeler,Low,65
HH09690,Telangana,Nizamabad,Urban,5,40,Postgraduate,Self-Employed,44000,13480,8190,3060,2680,1830,2760,1760,1970,1720,191000,4750,1280,670,Home,6.2,Yes,Two_Wheeler,Medium,52
HH09691,Maharashtra,Mumbai,Urban,3,47,Postgraduate,Salaried,95000,17770,12740,6820,12220,7590,5110,6040,3280,4310,0,0,12030,1960,Retirement,4.1,Yes,Two_Wheeler,Low,69
HH09692,Telangana,Nizamabad,Urban,6,44,Graduate,Salaried,99000,5340,20600,6480,6150,3970,9170,5300,3170,2220,583000,10690,11850,4040,Home,13.4,Yes,Two_Wheeler,Low,74
HH09693,Gujarat,Ahmedabad,Urban,5,33,Diploma,Salaried,176900,42950,32650,11310,13330,12610,8350,11740,7540,6490,0,0,15590,3650,Business,18,No,Car,Low,74
HH09694,Andhra Pradesh,Visakhapatnam,Rural,4,51,Postgraduate,Government,43200,12870,7900,3570,4250,3270,4180,1560,1300,1610,324000,8980,-2860,0,Vehicle,0,No,Two_Wheeler,High,29
HH09695,Delhi,New Delhi,Urban,2,54,Secondary,Government,33600,5230,4020,1490,750,1960,2120,2520,520,1390,330000,6120,5750,1920,None,15.6,Yes,Two_Wheeler,Low,70
HH09696,Tamil Nadu,Chennai,Urban,4,41,Graduate,Daily Wage,21300,6430,2560,1760,920,780,1040,910,840,780,119000,2280,1580,320,Business,3.5,Yes,Car,Medium,55
HH09697,Maharashtra,Pune,Semi-Urban,3,51,Graduate,Salaried,53100,13040,8160,3090,3170,2100,3750,4080,1240,1360,620000,8350,4020,1060,Education,10.5,Yes,Two_Wheeler,Medium,59
HH09698,Maharashtra,Pune,Urban,3,62,Graduate,Government,106200,26660,17750,7000,12970,6620,6610,7430,4280,1830,951000,22020,-5700,0,Home,0,Yes,None,High,30
HH09699,Telangana,Hyderabad,Urban,5,58,Secondary,Self-Employed,83700,19740,16930,6200,3710,6130,4430,6670,3170,2260,265000,5400,6860,2160,Business,16.6,Yes,Car,Low,66
HH09700,Karnataka,Mangaluru,Urban,7,42,Secondary,Salaried,108000,13990,22010,8430,11600,8290,5920,7950,1540,2940,0,0,12150,3460,Home,15,Yes,None,Low,79
HH09701,Andhra Pradesh,Vijayawada,Urban,2,34,Graduate,Salaried,79700,22780,12480,4360,1790,3750,6040,2720,2700,2850,884000,15740,3690,1700,Education,10.7,Yes,Two_Wheeler,Medium,54
HH09702,Andhra Pradesh,Guntur,Urban,5,46,Graduate,Government,40600,5680,8320,4600,2380,2000,3350,3150,1630,1630,0,0,4230,1020,Home,14.2,Yes,Two_Wheeler,Low,76
HH09703,Odisha,Cuttack,Semi-Urban,5,65,Postgraduate,Retired,45700,7830,7950,4180,2860,3070,4530,3210,1050,2090,0,0,7260,2080,Business,18,Yes,Car,Low,79
HH09704,Karnataka,Mysuru,Urban,5,56,Graduate,Daily Wage,13600,4250,3150,2780,1020,1310,1240,950,570,340,46000,1000,-1820,0,Home,0,Yes,Two_Wheeler,High,34
HH09705,Karnataka,Mangaluru,Semi-Urban,6,44,Below Secondary,Unemployed,10000,3130,2500,2090,990,500,860,610,300,390,0,0,-1090,0,Retirement,0,Yes,Car,Medium,40
HH09706,Telangana,Nizamabad,Rural,4,58,Secondary,Salaried,28900,8000,3790,2420,3430,1750,1530,1990,660,640,0,0,3940,590,None,8.4,Yes,Two_Wheeler,Low,73
HH09707,Gujarat,Vadodara,Semi-Urban,4,55,Graduate,Government,74000,7270,14760,4620,6970,,3550,5190,3160,1150,0,0,14860,7410,Business,10.5,Yes,Two_Wheeler_and_Car,Very Low,86
HH09708,Uttar Pradesh,Varanasi,Rural,3,27,Secondary,Salaried,43700,10670,3900,3740,3190,2340,3290,3520,1900,1720,0,0,5300,1220,Retirement,4.5,Yes,Car,Low,70
HH09709,Gujarat,Vadodara,Rural,3,54,Secondary,Salaried,24800,1770,3610,2020,1770,2020,1850,1130,800,860,0,0,7410,2570,Home,18,Yes,Two_Wheeler,Very Low,95
HH09710,Kerala,Thiruvananthapuram,Semi-Urban,4,45,Diploma,Salaried,33900,5950,6140,2770,3970,870,3000,2740,1310,1580,357000,6210,-510,0,Education,0,Yes,Two_Wheeler,High,33
HH09711,Rajasthan,Udaipur,Urban,1,36,Graduate,Government,74500,25310,10950,4870,430,2540,6510,4660,1560,2710,729000,20310,-2490,0,Home,0,Yes,Two_Wheeler,High,27
HH09712,Tamil Nadu,Chennai,Urban,3,45,Graduate,Daily Wage,46900,10330,8210,3700,2790,1830,3910,3660,1450,2110,0,0,5360,1060,Retirement,10.9,Yes,None,Low,76
HH09713,Rajasthan,Jodhpur,Semi-Urban,2,48,Secondary,Self-Employed,63800,9890,9490,3880,1660,3820,3470,3300,1710,3180,645000,17570,3900,680,Home,8.1,No,Two_Wheeler_and_Car,Medium,49
HH09714,Gujarat,Vadodara,Semi-Urban,2,37,Postgraduate,Government,53700,16080,7700,3500,560,4250,2910,1940,1720,1620,209000,3710,7090,1500,Retirement,18,Yes,None,Low,72
HH09715,Andhra Pradesh,Madanapalle,Semi-Urban,4,43,Postgraduate,Salaried,60700,19940,9530,4450,6510,3180,4570,2170,2130,1700,352000,4480,1090,470,Home,0.8,Yes,Two_Wheeler,Medium,45
HH09716,Maharashtra,Nagpur,Semi-Urban,2,41,Graduate,Self-Employed,35400,5140,7770,2450,1410,1080,1850,2920,1190,640,0,0,5080,2670,Retirement,18,Yes,Two_Wheeler_and_Car,Very Low,84
HH09717,Karnataka,Mangaluru,Semi-Urban,2,51,Secondary,Salaried,25500,5240,5080,2460,590,1030,2230,1650,550,1170,0,0,3570,570,Home,14.2,Yes,None,Low,79
HH09718,Andhra Pradesh,Guntur,Semi-Urban,5,41,Graduate,Salaried,21500,1970,4520,2670,2810,560,2130,1900,810,1050,219000,6000,-1360,0,None,0,Yes,Two_Wheeler,High,25
HH09719,Rajasthan,Jaipur,Semi-Urban,5,29,Graduate,Self-Employed,43100,13950,8080,3440,4560,2050,2120,3800,940,2150,202000,3640,-1020,0,Home,0,Yes,Car,High,39
HH09720,Andhra Pradesh,Vijayawada,Urban,7,40,Below Secondary,Unemployed,24300,4200,4300,3700,1650,1540,1200,1720,720,650,0,0,2660,1070,None,18,Yes,Car,Low,76
HH09721,Gujarat,Surat,Urban,7,35,Graduate,Unemployed,41600,4190,8830,3710,4960,1610,4000,3130,800,1290,0,0,5500,2390,Retirement,16.2,Yes,None,Low,79
HH09722,Odisha,Bhubaneswar,Urban,6,32,Postgraduate,Retired,65100,5870,11700,5010,6050,3980,6040,2480,890,1380,643000,12720,7480,1790,Home,18,Yes,None,Medium,62
HH09723,Maharashtra,Nagpur,Urban,5,55,Graduate,Salaried,107300,8970,22440,7020,12430,5760,5530,3720,2590,3620,0,0,20040,7160,Emergency_Fund,18,No,Two_Wheeler,Very Low,87
HH09724,Tamil Nadu,Madurai,Urban,3,51,Below Secondary,Government,66600,10010,9730,4200,5060,3490,3430,4440,870,1480,0,0,15540,4310,Emergency_Fund,18,Yes,None,Very Low,91
HH09725,Kerala,Kozhikode,Urban,3,35,Secondary,Unemployed,17600,1060,2500,1540,1660,1410,930,1010,700,330,111000,2030,,980,Home,18,Yes,Car,Low,75
HH09726,Rajasthan,Jodhpur,Rural,7,33,Graduate,Salaried,14300,1920,7520,2990,680,980,760,860,490,260,0,0,-1450,0,Emergency_Fund,0,Yes,None,Medium,40
HH09727,Karnataka,Bengaluru,Urban,7,43,Graduate,Self-Employed,210800,17110,44900,13360,19930,10070,13350,17310,8290,4320,0,0,33850,10620,None,16.5,Yes,None,Very Low,84
HH09728,Karnataka,Mysuru,Semi-Urban,4,32,Secondary,Salaried,37800,10380,5430,3920,1660,1670,3580,1170,1440,1180,114000,2010,2440,1090,Emergency_Fund,7.6,No,Two_Wheeler,Medium,64
HH09729,Kerala,Kochi,Urban,4,42,Secondary,Retired,30100,6550,6510,2390,1940,2120,1870,2420,520,780,169000,4130,530,290,Home,0.8,Yes,Two_Wheeler,Medium,40
HH09730,Uttar Pradesh,Kanpur,Semi-Urban,1,45,Postgraduate,Self-Employed,134500,14870,17100,7340,2980,5880,7480,11300,5050,4720,1212000,26420,14670,5550,Home,17.7,Yes,None,Low,66
HH09731,Karnataka,Mysuru,Urban,2,47,Postgraduate,Unemployed,26000,7300,2960,1270,430,1010,1520,880,400,830,0,0,7620,1370,Business,18,No,Car,Very Low,95
HH09732,Tamil Nadu,Madurai,Urban,4,47,Postgraduate,Salaried,253500,13780,46330,14280,20690,13080,20000,12620,4020,8740,1026000,25210,42200,14450,Home,18,Yes,Two_Wheeler,Low,79
HH09733,Odisha,Bhubaneswar,Semi-Urban,3,37,Secondary,Salaried,28000,9390,7860,1890,2270,1520,2110,2380,370,810,0,0,-360,0,Business,0,Yes,Car,Medium,44
HH09734,Telangana,Warangal,Urban,4,45,Postgraduate,Self-Employed,133500,24420,25300,7930,7590,5570,11360,7140,3130,2230,1384000,21700,11640,5000,Emergency_Fund,11.9,Yes,Car,Medium,62
HH09735,Andhra Pradesh,Madanapalle,Urban,5,56,Diploma,Salaried,51500,15810,10880,3780,6330,2760,3450,3620,1860,1400,539000,10710,-7370,0,Business,0,No,Two_Wheeler,High,25
HH09736,Kerala,Thiruvananthapuram,Semi-Urban,5,25,Graduate,Unemployed,18200,3270,5550,2310,1090,1250,1040,960,620,640,0,0,1140,430,Education,11.4,Yes,Two_Wheeler_and_Car,Low,68
HH09737,Andhra Pradesh,Visakhapatnam,Semi-Urban,6,47,Graduate,Government,38900,12910,7430,3220,1830,3020,3050,1550,1310,1100,0,0,2190,1020,Education,9.2,Yes,Two_Wheeler,Low,67
HH09738,Telangana,Hyderabad,Urban,3,33,Postgraduate,Self-Employed,60000,7150,7760,4860,6310,1690,4790,5300,1540,1220,335000,8940,6390,1560,Retirement,4.7,Yes,Two_Wheeler,Medium,58
HH09739,Kerala,Thiruvananthapuram,Rural,4,57,Secondary,Salaried,65800,9680,10660,4550,8590,2670,6210,4180,2650,1780,0,0,9000,2880,Home,18,Yes,None,Low,79
HH09740,West Bengal,Siliguri,Urban,5,51,Postgraduate,Daily Wage,54700,6700,12450,4650,7060,3620,3010,4250,2280,1090,0,0,7230,2180,Retirement,10.9,Yes,None,Low,76
HH09741,Maharashtra,Nagpur,Urban,4,51,Postgraduate,Unemployed,29500,4180,3470,2170,3900,1950,2150,1310,800,1460,285000,7530,320,170,None,2,Yes,Car,High,34
HH09742,Tamil Nadu,Coimbatore,Urban,8,36,Postgraduate,Daily Wage,19500,1020,4200,2860,1100,910,1310,920,630,620,125000,2170,2660,940,None,4.6,Yes,Car,Medium,63
HH09743,Kerala,Thiruvananthapuram,Urban,3,46,Diploma,Self-Employed,28800,5580,4850,2470,3880,1660,2430,1860,400,1350,207000,5700,-1090,0,Emergency_Fund,0,Yes,Car,High,31
HH09744,Kerala,Thiruvananthapuram,Urban,2,47,Diploma,Government,40600,6080,6890,2930,910,1410,3300,3270,750,830,0,0,11520,5500,Emergency_Fund,17.8,Yes,Two_Wheeler,Very Low,93
HH09745,Rajasthan,Jaipur,Semi-Urban,4,25,Secondary,Self-Employed,37100,10850,7510,3470,4390,1110,2800,1760,1500,1100,0,0,1500,690,Home,6.8,Yes,Two_Wheeler,Medium,61
HH09746,Gujarat,Ahmedabad,Urban,4,45,Graduate,Salaried,63000,20290,12200,3800,6670,4180,4720,2760,1060,1970,513000,9500,-2390,0,Home,0,Yes,Two_Wheeler_and_Car,High,34
HH09747,West Bengal,Siliguri,Rural,4,50,Secondary,Retired,27000,2530,9250,3790,2070,1700,2230,2210,310,770,215000,5350,-1860,0,Home,0,Yes,None,High,30
HH09748,Uttar Pradesh,Varanasi,Urban,3,31,Graduate,Salaried,108200,31640,19120,7490,12440,4450,8290,9280,1460,2780,1292000,35930,-15000,0,Business,0,Yes,Two_Wheeler,High,18
HH09749,Rajasthan,Udaipur,Semi-Urban,3,49,Postgraduate,Salaried,125900,35390,23070,7780,9000,9130,6400,10480,3140,4650,1118000,30980,-6830,0,Home,0,Yes,None,High,28
HH09750,Telangana,Hyderabad,Urban,4,45,Postgraduate,Retired,54400,5740,9780,4150,2180,2170,3640,4360,840,2620,650000,14330,2160,460,Home,9,Yes,None,Medium,49
HH09751,Odisha,Cuttack,Urban,5,56,Graduate,Government,48100,13660,12140,3990,3310,2620,3460,1990,1980,2190,564000,10960,-4800,0,Home,0,Yes,Car,High,26
HH09752,Uttar Pradesh,Noida,Urban,2,40,Graduate,Self-Employed,100800,28770,14360,5550,2250,5330,5070,7650,4160,3950,780000,18540,2350,930,Emergency_Fund,2.6,Yes,Car,Medium,42
HH09753,Tamil Nadu,Madurai,Semi-Urban,6,46,Graduate,Salaried,59400,20760,13540,4080,4190,2640,4410,3000,860,2140,518000,12810,-5100,0,Home,0,Yes,None,High,28
HH09754,Andhra Pradesh,Madanapalle,Semi-Urban,5,47,Postgraduate,Daily Wage,43800,13060,8170,3080,3200,3240,2260,2550,710,1220,0,0,3240,1140,Education,9.7,Yes,Two_Wheeler,Low,71
HH09755,Kerala,Kozhikode,Urban,2,25,Secondary,Self-Employed,97300,24110,16480,5210,1570,5470,5280,7910,4170,3360,0,0,12680,3390,Vehicle,18,Yes,None,Very Low,80
HH09756,Maharashtra,Mumbai,Urban,1,41,Diploma,Self-Employed,,5990,8160,3920,2340,3050,5150,3030,1550,2360,347000,5220,7910,3340,None,6.4,No,Two_Wheeler,Low,68
HH09757,Gujarat,Ahmedabad,Urban,2,45,Secondary,Salaried,102300,18460,17690,5870,2220,3250,6450,4720,2110,4810,670000,10950,19100,3870,Retirement,16.4,Yes,None,Low,77
HH09758,Delhi,New Delhi,Urban,2,25,Graduate,Self-Employed,35900,4620,6300,3020,230,1150,3330,2660,840,1160,340000,8500,2910,920,Retirement,3.8,Yes,Car,Medium,47
HH09759,Andhra Pradesh,Guntur,Semi-Urban,5,50,Diploma,Salaried,67500,9200,12760,4830,3950,3400,6100,2290,2170,2660,0,0,12220,2060,Education,16.1,Yes,None,Very Low,85
HH09760,Karnataka,Mangaluru,Urban,7,45,Postgraduate,Salaried,55400,11000,13380,4730,3950,3120,4680,2080,1980,1930,0,0,5860,2160,Home,6.4,Yes,Two_Wheeler,Low,68
HH09761,Uttar Pradesh,Varanasi,Semi-Urban,2,45,Postgraduate,Self-Employed,74300,12520,10220,4460,1810,3410,5110,3440,3070,1120,726000,10530,10440,1710,Business,18,Yes,Two_Wheeler,Low,72
HH09762,Andhra Pradesh,Tirupati,Rural,3,50,Postgraduate,Retired,40400,12620,4060,2670,2260,1630,3660,3090,800,1540,369000,6820,990,360,Business,3.1,Yes,Two_Wheeler,Medium,42
HH09763,Gujarat,Ahmedabad,Urban,6,40,Graduate,Salaried,56000,8700,8030,5450,6730,3090,5070,2250,1040,1060,0,0,11180,1730,Education,18,Yes,Two_Wheeler,Very Low,84
HH09764,Karnataka,Mangaluru,Rural,4,44,Postgraduate,Salaried,38700,7880,9630,3190,3530,1840,2140,1190,520,760,0,0,3900,1690,Education,5.9,Yes,Two_Wheeler,Low,70
HH09765,Maharashtra,Nagpur,Semi-Urban,4,52,Diploma,Retired,20700,1050,4080,2830,2120,1010,1240,1640,270,610,0,0,3970,950,Home,13.8,Yes,Car,Very Low,85
HH09766,Delhi,New Delhi,Urban,4,44,Diploma,Daily Wage,37500,4180,7410,3170,2910,1100,2610,2560,1420,1630,0,0,4990,1890,Emergency_Fund,10.8,Yes,Two_Wheeler,Very Low,82
HH09767,Karnataka,Mysuru,Semi-Urban,2,27,Graduate,Self-Employed,79100,5910,11670,5550,2200,2980,7430,6900,2170,2140,799000,17560,11260,4530,Home,15.8,Yes,Two_Wheeler,Medium,64
HH09768,West Bengal,Siliguri,Urban,3,44,Graduate,Government,173100,29540,29230,10310,14750,10770,9990,6420,4890,6470,0,0,32100,7010,Home,18,Yes,Car,Very Low,85
HH09769,West Bengal,Kolkata,Semi-Urban,7,45,Below Secondary,Salaried,30100,10070,5400,3260,4130,1510,2070,2250,510,620,242000,6590,-4960,0,Emergency_Fund,0,Yes,Two_Wheeler,High,24
HH09770,Andhra Pradesh,Madanapalle,Semi-Urban,5,52,Graduate,Government,28400,5810,5380,2070,3680,910,1820,1640,1020,1380,299000,5680,-470,0,Home,0,Yes,None,High,32
HH09771,Tamil Nadu,Chennai,Rural,3,41,Postgraduate,Retired,43300,13350,4500,3500,4080,2420,3500,3690,1060,790,0,0,4270,1620,Vehicle,14,Yes,Two_Wheeler,Low,73
