Household_ID,State,City,City_Type,Household_Size,Age_of_Household_Head,Education_Level,Employment_Status,Monthly_Income_INR,Rent_EMI_INR,Food_Expense_INR,Utilities_INR,Education_Expense_INR,Healthcare_Expense_INR,Transport_Expense_INR,Shopping_Expense_INR,Entertainment_Expense_INR,Other_Expenses_INR,Loan_Amount_INR,Monthly_Loan_Payment_INR,Savings_INR,Investment_INR,Financial_Goal,Emergency_Fund_Months,Internet_Access,Vehicle_Ownership,Financial_Stress_Level,Financial_Health_Score,Total_Expenses_INR,Savings_Rate,Loan_Burden_Ratio,Expense_Ratio,Income_Per_Person,Expense_Per_Person,Overspending_Flag,Low_Savings_Flag,High_Loan_Burden_Flag,High_Stress_Flag,Financial_Vulnerability_Score,Financial_Vulnerability_Category
HH08408,West Bengal,Kolkata,Urban,3,42,Secondary,Salaried,27300.0,7030,3270.0,2220,3070,1710.0,2390,1060,1010,1300,167000,3040,970.0,390,Home,7.8,Yes,Car,Medium,54,23060.0,3.553113553113553,11.135531135531137,84.46886446886447,9100.0,7686.666666666667,0,1,0,0,1,Moderate Risk
HH08409,Uttar Pradesh,Kanpur,Urban,4,50,Graduate,Government,49700.0,11930,8830.0,4310,5480,2820.0,2500,2290,940,770,0,0,4750.0,2300,Home,3.0,Yes,Two_Wheeler,Low,65,39870.0,9.557344064386317,0.0,80.22132796780684,12425.0,9967.5,0,1,0,0,1,Moderate Risk
HH08410,West Bengal,Kolkata,Rural,5,37,Diploma,Salaried,64000.0,9370,12990.0,5140,6070,3060.0,4300,5180,2410,2340,601000,10600,3460.0,290,Retirement,3.0,Yes,Two_Wheeler,Medium,43,50860.0,5.40625,16.5625,79.46875,12800.0,10172.0,0,1,0,0,1,Moderate Risk
HH08411,West Bengal,Kolkata,Urban,3,55,Diploma,Self-Employed,27900.0,4670,5240.0,2520,3450,2700.0,2080,1660,520,1070,0,0,3140.0,520,Unknown,4.0,Yes,Car,Medium,64,23910.0,11.254480286738351,0.0,85.69892473118279,9300.0,7970.0,0,0,0,0,0,Low Risk
HH08412,Maharashtra,Mumbai,Rural,5,52,Graduate,Salaried,66200.0,17210,11200.0,4540,7320,5390.0,6410,4230,1840,2550,0,0,4180.0,1270,Home,10.4,Yes,Two_Wheeler,Low,68,60690.0,6.314199395770393,0.0,91.67673716012085,13240.0,12138.0,0,1,0,0,1,Moderate Risk
HH08413,Kerala,Thiruvananthapuram,Semi-Urban,2,52,Secondary,Self-Employed,38300.0,12360,3070.0,2510,2810,1560.0,3550,2890,1320,1020,137000,3620,2780.0,870,Vehicle,16.4,No,Two_Wheeler,Medium,63,31090.0,7.2584856396866835,9.451697127937337,81.17493472584857,19150.0,15545.0,0,1,0,0,1,Moderate Risk
HH08414,Karnataka,Mangaluru,Rural,2,38,Diploma,Government,16600.0,1040,3120.0,2260,2140,930.0,1040,870,460,400,61000,1000,1970.0,460,Retirement,5.1,Yes,Car,Low,66,12260.0,11.867469879518072,6.024096385542169,73.855421686747,8300.0,6130.0,0,0,0,0,0,Low Risk
HH08415,Andhra Pradesh,Vijayawada,Urban,3,43,Graduate,Salaried,53500.0,13170,8850.0,3350,6250,3270.0,3980,1980,830,2520,0,0,7450.0,1430,Emergency_Fund,18.0,Yes,Car,Low,77,44200.0,13.925233644859814,0.0,82.61682242990655,17833.333333333332,14733.333333333334,0,0,0,0,0,Low Risk
HH08416,Rajasthan,Jodhpur,Urban,4,51,Graduate,Retired,61700.0,19250,11840.0,4430,3870,1940.0,5000,2730,2350,2840,0,0,3910.0,1410,Business,6.4,Yes,Two_Wheeler,Medium,64,54250.0,6.33711507293355,0.0,87.9254457050243,15425.0,13562.5,0,1,0,0,1,Moderate Risk
HH08417,Uttar Pradesh,Noida,Urban,3,42,Graduate,Salaried,200400.0,36660,33240.0,12030,12950,8180.0,9190,10570,7110,6910,0,0,40100.0,7650,Education,14.4,No,Two_Wheeler,Very Low,87,136840.0,20.009980039920162,0.0,68.28343313373253,66800.0,45613.333333333336,0,0,0,0,0,Low Risk
HH08418,Rajasthan,Jodhpur,Urban,2,38,Graduate,Salaried,162200.0,51200,24740.0,9230,1440,5530.0,7730,8820,3430,8050,0,0,32060.0,4980,Business,9.2,Yes,Two_Wheeler_and_Car,Very Low,83,120170.0,19.765721331689274,0.0,74.08754623921085,81100.0,60085.0,0,0,0,0,0,Low Risk
HH08419,Tamil Nadu,Chennai,Urban,4,37,Graduate,Government,46200.0,11370,7960.0,3200,4890,2590.0,3120,1790,690,1120,0,0,4500.0,1760,Emergency_Fund,16.0,Yes,Two_Wheeler,Low,76,36730.0,9.740259740259742,0.0,79.5021645021645,11550.0,9182.5,0,1,0,0,1,Moderate Risk
HH08420,Andhra Pradesh,Guntur,Urban,4,38,Secondary,Daily Wage,42100.0,13260,7020.0,3230,5540,2760.0,2420,3460,1040,1430,228000,3590,-1160.0,0,Unknown,0.0,Yes,Car,High,39,40160.0,-2.7553444180522564,8.52731591448931,95.39192399049881,10525.0,10040.0,0,1,0,1,2,High Risk
HH08421,Karnataka,Bengaluru,Urban,4,34,Secondary,Salaried,41000.0,6100,10900.0,3160,1910,2660.0,2240,3330,470,1940,0,0,5340.0,930,Education,18.0,Yes,Car,Low,78,32710.0,13.02439024390244,0.0,79.78048780487805,10250.0,8177.5,0,0,0,0,0,Low Risk
HH08422,Rajasthan,Jodhpur,Semi-Urban,3,70,Below Secondary,Salaried,25400.0,5590,3870.0,1400,1560,2740.0,1940,950,510,580,126000,1530,3850.0,1310,Emergency_Fund,13.0,Yes,Two_Wheeler,Low,74,19140.0,15.157480314960631,6.0236220472440944,75.35433070866142,8466.666666666666,6380.0,0,0,0,0,0,Low Risk
HH08423,West Bengal,Kolkata,Urban,4,26,Secondary,Self-Employed,88400.0,18820,15250.0,6000,5170,3230.0,8400,4960,1250,2590,689000,13250,6450.0,1800,Home,5.6,Yes,Unknown,Medium,54,65670.0,7.296380090497738,14.98868778280543,74.28733031674209,22100.0,16417.5,0,1,0,0,1,Moderate Risk
HH08424,Odisha,Bhubaneswar,Urban,3,35,Below Secondary,Salaried,46200.0,5430,8760.0,3960,2190,2940.0,2680,1890,1550,2050,0,0,7610.0,3160,Vehicle,18.0,Yes,Two_Wheeler,Very Low,86,31450.0,16.47186147186147,0.0,68.07359307359307,15400.0,10483.333333333334,0,0,0,0,0,Low Risk
HH08425,Tamil Nadu,Chennai,Urban,3,49,Graduate,Self-Employed,79400.0,8020,13860.0,3440,9230,3030.0,6780,3310,2290,3830,734000,10910,11060.0,1770,Education,16.0,Yes,Unknown,Low,69,53790.0,13.92947103274559,13.740554156171283,67.7455919395466,26466.666666666668,17930.0,0,0,0,0,0,Low Risk
HH08426,Delhi,New Delhi,Semi-Urban,4,38,Graduate,Retired,15900.0,3000,2960.0,1970,2170,1130.0,890,1400,200,240,79000,1130,630.0,110,Business,9.1,Yes,Car,Medium,59,13960.0,3.9622641509433962,7.1069182389937104,87.79874213836479,3975.0,3490.0,0,1,0,0,1,Moderate Risk
HH08427,Gujarat,Surat,Urban,4,41,Below Secondary,Salaried,26000.0,3930,3340.0,930,2710,1450.0,2300,1070,670,630,0,0,7100.0,1710,Education,18.0,Yes,Car,Very Low,93,17030.0,27.307692307692307,0.0,65.5,6500.0,4257.5,0,0,0,0,0,Low Risk
HH08428,Karnataka,Mysuru,Semi-Urban,6,48,Graduate,Salaried,35300.0,5320,5160.0,4180,3270,1040.0,1710,1860,1150,560,0,0,7040.0,1370,Retirement,18.0,Yes,Two_Wheeler,Very Low,87,24250.0,19.943342776203966,0.0,68.69688385269122,5883.333333333333,4041.6666666666665,0,0,0,0,0,Low Risk
HH08429,Odisha,Bhubaneswar,Urban,6,53,Graduate,Government,92400.0,13330,18580.0,6290,12030,4770.0,8030,7200,3780,3250,0,0,9330.0,3920,Home,17.4,Yes,Car,Low,74,77260.0,10.097402597402597,0.0,83.61471861471863,15400.0,12876.666666666666,0,0,0,0,0,Low Risk
HH08430,Kerala,Thiruvananthapuram,Urban,1,42,Below Secondary,Self-Employed,63100.0,17180,8670.0,3730,800,4410.0,2960,2160,2590,1340,592000,9800,6890.0,3480,Education,16.6,Yes,Unknown,Medium,64,43840.0,10.919175911251982,15.530903328050712,69.4770206022187,63100.0,43840.0,0,0,0,0,0,Low Risk
HH08431,Andhra Pradesh,Madanapalle,Semi-Urban,3,52,Secondary,Self-Employed,103100.0,22880,16360.0,5910,7780,6990.0,10090,7100,3870,3850,1159000,24460,-5250.0,0,Education,0.0,Yes,Two_Wheeler,High,28,84830.0,-5.092143549951503,23.72453928225024,82.27934044616877,34366.666666666664,28276.666666666668,0,1,1,1,3,Very High Risk
HH08432,Andhra Pradesh,Guntur,Urban,6,29,Graduate,Daily Wage,23800.0,6490,6000.0,3800,1350,1390.0,1790,1680,350,980,141000,3940,-2360.0,0,Emergency_Fund,0.0,Yes,Unknown,High,30,23830.0,-9.915966386554622,16.554621848739494,100.12605042016807,3966.6666666666665,3971.6666666666665,1,1,0,1,3,Very High Risk
HH08433,Uttar Pradesh,Noida,Semi-Urban,3,39,Below Secondary,Retired,51800.0,2610,9990.0,4640,3340,2050.0,2990,4130,1650,1170,0,0,12520.0,6470,Business,18.0,Yes,Two_Wheeler,Very Low,93,32570.0,24.16988416988417,0.0,62.87644787644787,17266.666666666668,10856.666666666666,0,0,0,0,0,Low Risk
HH08434,Kerala,Kozhikode,Rural,4,48,Below Secondary,Salaried,25400.0,8250,6250.0,1840,3000,1900.0,1500,1330,860,860,132000,3190,-2330.0,0,Vehicle,0.0,Yes,Two_Wheeler,High,33,25790.0,-9.173228346456693,12.559055118110235,101.53543307086615,6350.0,6447.5,1,1,0,1,3,Very High Risk
HH08435,Gujarat,Vadodara,Urban,5,62,Graduate,Retired,45000.0,9540,7010.0,3110,5210,2460.0,2060,2910,1130,800,0,0,5140.0,2360,Home,18.0,Yes,Two_Wheeler,Low,79,34230.0,11.422222222222222,0.0,76.06666666666668,9000.0,6846.0,0,0,0,0,0,Low Risk
HH08436,Gujarat,Ahmedabad,Urban,4,35,Graduate,Self-Employed,67200.0,20920,13520.0,5120,5980,2810.0,5270,4360,1080,3250,625000,8800,-3160.0,0,Home,0.0,Yes,Two_Wheeler,High,35,62310.0,-4.7023809523809526,13.095238095238097,92.72321428571428,16800.0,15577.5,0,1,0,1,2,High Risk
HH08437,Maharashtra,Mumbai,Rural,1,34,Graduate,Retired,34100.0,10200,2500.0,2560,1210,1880.0,1850,2370,1010,1320,236000,4390,2550.0,830,Education,8.5,Yes,Car,Medium,62,24900.0,7.47800586510264,12.873900293255133,73.02052785923753,34100.0,24900.0,0,1,0,0,1,Moderate Risk
HH08438,Gujarat,Ahmedabad,Semi-Urban,3,47,Secondary,Self-Employed,62600.0,19640,10310.0,4000,7500,2760.0,5670,4270,990,2340,0,0,3080.0,1640,Retirement,4.4,Yes,Car,Medium,59,57480.0,4.920127795527156,0.0,91.82108626198084,20866.666666666668,19160.0,0,1,0,0,1,Moderate Risk
HH08439,Uttar Pradesh,Varanasi,Semi-Urban,2,44,Postgraduate,Retired,67000.0,10570,11610.0,3660,770,4650.0,4760,5160,1670,2900,0,0,15990.0,4460,Home,18.0,Yes,Car,Very Low,89,45750.0,23.865671641791046,0.0,68.28358208955224,33500.0,22875.0,0,0,0,0,0,Low Risk
HH08440,Telangana,Nizamabad,Urban,2,38,Below Secondary,Retired,24100.0,5440,2500.0,2580,2150,1440.0,1660,860,540,1060,134000,2790,2250.0,380,Education,17.7,Yes,Two_Wheeler,Low,65,18230.0,9.336099585062241,11.576763485477178,75.64315352697095,12050.0,9115.0,0,1,0,0,1,Moderate Risk
HH08441,Gujarat,Surat,Urban,2,33,Diploma,Salaried,60500.0,15420,7310.0,3690,1500,2440.0,4680,2170,1170,1430,400000,10310,8350.0,2770,Home,18.0,Yes,Car,Low,66,39810.0,13.801652892561982,17.041322314049587,65.80165289256198,30250.0,19905.0,0,0,0,0,0,Low Risk
HH08442,Karnataka,Mangaluru,Rural,5,39,Below Secondary,Government,20300.0,4130,3780.0,2200,1180,1050.0,1820,960,320,710,132000,2760,810.0,430,Emergency_Fund,7.1,Yes,Car,Medium,53,16150.0,3.9901477832512313,13.596059113300493,79.55665024630541,4060.0,3230.0,0,1,0,0,1,Moderate Risk
HH08443,Tamil Nadu,Coimbatore,Semi-Urban,4,49,Secondary,Self-Employed,62000.0,16150,13510.0,4470,4260,2300.0,4000,4940,1800,1580,207000,5260,2550.0,840,Vehicle,2.7,Yes,Two_Wheeler,Medium,49,53010.0,4.112903225806452,8.483870967741936,85.5,15500.0,13252.5,0,1,0,0,1,Moderate Risk
HH08444,Maharashtra,Nagpur,Urban,2,41,Graduate,Self-Employed,80700.0,10410,14980.0,4200,490,3580.0,6290,3190,1720,2960,559000,11560,10430.0,4440,Education,18.0,Yes,Car,Low,72,47820.0,12.924411400247832,14.324659231722428,59.25650557620818,40350.0,23910.0,0,0,0,0,0,Low Risk
HH08445,Uttar Pradesh,Varanasi,Urban,2,55,Secondary,Salaried,35000.0,5630,7150.0,2110,750,2860.0,3150,1070,550,890,278000,4440,3110.0,1300,Home,5.5,Yes,Unknown,Medium,60,24160.0,8.885714285714286,12.685714285714287,69.02857142857142,17500.0,12080.0,0,1,0,0,1,Moderate Risk
HH08446,Andhra Pradesh,Madanapalle,Semi-Urban,7,43,Secondary,Salaried,23000.0,5660,3430.0,2510,2950,1070.0,1840,1250,660,860,226000,3450,-550.0,0,Home,0.0,Unknown,Two_Wheeler,High,35,20230.0,-2.391304347826087,15.0,87.95652173913044,3285.714285714286,2890.0,0,1,0,1,2,High Risk
HH08447,Maharashtra,Pune,Urban,2,49,Graduate,Salaried,71500.0,18280,11020.0,3440,670,4120.0,3880,2900,2420,2920,370000,8410,6680.0,2460,Home,11.5,No,Two_Wheeler,Low,68,49650.0,9.342657342657343,11.762237762237762,69.44055944055944,35750.0,24825.0,0,1,0,0,1,Moderate Risk
HH08448,West Bengal,Siliguri,Rural,3,47,Below Secondary,Self-Employed,57900.0,5850,12970.0,3500,4870,3330.0,3300,1920,900,1350,487000,11140,4870.0,770,Home,13.2,Yes,Two_Wheeler,Medium,61,37990.0,8.41105354058722,19.24006908462867,65.61312607944733,19300.0,12663.333333333334,0,1,0,0,1,Moderate Risk
HH08449,Andhra Pradesh,Visakhapatnam,Urban,4,40,Graduate,Self-Employed,152100.0,11020,28430.0,9330,8170,10650.0,7910,10050,5280,6620,0,0,39750.0,18210,Retirement,9.5,Yes,Car,Very Low,92,97460.0,26.13412228796844,0.0,64.07626561472716,38025.0,24365.0,0,0,0,0,0,Low Risk
HH08450,Gujarat,Vadodara,Urban,3,51,Postgraduate,Self-Employed,43600.0,4090,4920.0,2740,5460,1930.0,3760,2130,980,930,0,0,7710.0,3640,Business,18.0,Yes,Car,Very Low,90,26940.0,17.683486238532108,0.0,61.788990825688074,14533.333333333334,8980.0,0,0,0,0,0,Low Risk
HH08451,Uttar Pradesh,Noida,Urban,3,33,Below Secondary,Salaried,64800.0,11830,11960.0,4240,2870,2310.0,3660,3460,1860,1830,239000,4390,8300.0,1890,Unknown,18.0,Yes,Two_Wheeler,Low,76,44020.0,12.808641975308642,6.7746913580246915,67.9320987654321,21600.0,14673.333333333334,0,0,0,0,0,Low Risk
HH08452,Andhra Pradesh,Tirupati,Urban,2,39,Below Secondary,Daily Wage,34200.0,4450,4170.0,1840,810,2670.0,1980,1470,630,600,0,0,7180.0,1280,Unknown,18.0,Yes,Car,Very Low,96,18620.0,20.994152046783626,0.0,54.44444444444444,17100.0,9310.0,0,0,0,0,0,Low Risk
HH08453,Telangana,Warangal,Urban,8,40,Diploma,Government,122900.0,16800,27350.0,9060,10340,5980.0,5930,8990,1290,3030,1070000,25420,6100.0,1750,Retirement,4.1,Yes,Unknown,Medium,45,88770.0,4.963384865744508,20.68348250610252,72.22945484133442,15362.5,11096.25,0,1,1,0,2,High Risk
HH08454,Odisha,Cuttack,Urban,4,47,Graduate,Retired,54500.0,7400,10820.0,4480,5280,1500.0,3950,3480,940,2320,433000,5400,6950.0,2300,Emergency_Fund,18.0,Yes,Two_Wheeler_and_Car,Low,69,40170.0,12.752293577981652,9.908256880733946,73.70642201834863,13625.0,10042.5,0,0,0,0,0,Low Risk
HH08455,Telangana,Nizamabad,Urban,4,50,Postgraduate,Retired,42200.0,6210,6970.0,3640,4370,2960.0,3300,2130,990,770,0,0,7060.0,1250,Home,17.7,Yes,Two_Wheeler,Very Low,83,31340.0,16.729857819905213,0.0,74.26540284360189,10550.0,7835.0,0,0,0,0,0,Low Risk
HH08456,Andhra Pradesh,Madanapalle,Urban,6,37,Graduate,Retired,63200.0,5760,11990.0,5050,6070,1700.0,3450,5060,970,1110,565000,7820,8960.0,3420,Education,18.0,Yes,Car,Low,72,41160.0,14.177215189873419,12.373417721518987,65.12658227848101,10533.333333333334,6860.0,0,0,0,0,0,Low Risk
HH08457,Odisha,Cuttack,Semi-Urban,4,35,Graduate,Government,17200.0,3010,4680.0,2350,1490,1020.0,1260,740,600,390,106000,2430,-510.0,0,Unknown,0.0,Yes,Two_Wheeler,High,35,15540.0,-2.9651162790697674,14.127906976744187,90.34883720930232,4300.0,3885.0,0,1,0,1,2,High Risk
HH08458,Uttar Pradesh,Varanasi,Urban,3,45,Graduate,Self-Employed,44100.0,8310,8450.0,2860,3770,2070.0,3770,2510,1870,2130,133000,3720,2660.0,890,Vehicle,12.3,Yes,Car,Medium,64,35740.0,6.031746031746032,8.435374149659863,81.04308390022675,14700.0,11913.333333333334,0,1,0,0,1,Moderate Risk
HH08459,West Bengal,Siliguri,Urban,4,30,Graduate,Government,47600.0,2640,8980.0,3210,3100,3340.0,3730,3000,1120,1280,0,0,13860.0,5430,Home,18.0,Yes,Two_Wheeler,Very Low,94,30400.0,29.117647058823533,0.0,63.86554621848739,11900.0,7600.0,0,0,0,0,0,Low Risk
HH08460,Delhi,New Delhi,Semi-Urban,4,53,Graduate,Salaried,39400.0,12530,10180.0,3120,2390,3320.0,2130,3480,1110,1920,0,0,-610.0,0,Emergency_Fund,0.0,Yes,Two_Wheeler_and_Car,Medium,44,40180.0,-1.5482233502538072,0.0,101.97969543147207,9850.0,10045.0,1,1,0,0,2,High Risk
HH08461,Uttar Pradesh,Noida,Urban,4,42,Secondary,Unemployed,10000.0,3000,2500.0,1270,650,500.0,920,530,340,320,114000,2030,-1190.0,0,Emergency_Fund,0.0,Yes,Unknown,High,27,10030.0,-11.899999999999999,20.3,100.29999999999998,2500.0,2507.5,1,1,1,1,4,Very High Risk
HH08462,West Bengal,Siliguri,Urban,5,33,Graduate,Government,55100.0,18380,10960.0,4960,2380,1920.0,3690,3950,2030,1490,0,0,4510.0,1300,Vehicle,12.4,Yes,Two_Wheeler,Low,69,49760.0,8.185117967332122,0.0,90.30852994555354,11020.0,9952.0,0,1,0,0,1,Moderate Risk
HH08463,West Bengal,Kolkata,Semi-Urban,2,33,Graduate,Self-Employed,44700.0,7970,6420.0,3960,2580,2860.0,4270,2180,1130,2160,0,0,8650.0,3160,Retirement,18.0,Yes,Car,Very Low,83,33530.0,19.351230425055927,0.0,75.01118568232663,22350.0,16765.0,0,0,0,0,0,Low Risk
HH08464,Rajasthan,Udaipur,Semi-Urban,2,47,Postgraduate,Self-Employed,58800.0,14980,7610.0,5050,2420,3560.0,5440,1820,820,2810,575000,7470,5700.0,1730,Business,17.9,Yes,Unknown,Medium,64,44510.0,9.693877551020408,12.704081632653061,75.69727891156462,29400.0,22255.0,0,1,0,0,1,Moderate Risk
HH08465,West Bengal,Kolkata,Urban,4,47,Graduate,Government,82800.0,25440,12620.0,6010,10460,2260.0,6640,4560,3700,4060,0,0,4920.0,1130,Home,8.9,Yes,Car,Low,66,75750.0,5.942028985507246,0.0,91.48550724637681,20700.0,18937.5,0,1,0,0,1,Moderate Risk
HH08466,Maharashtra,Pune,Semi-Urban,2,37,Graduate,Government,32600.0,9910,6320.0,2470,460,1390.0,2370,1640,430,660,0,0,3780.0,1570,Vehicle,6.4,Yes,Unknown,Low,72,25650.0,11.595092024539877,0.0,78.68098159509202,16300.0,12825.0,0,0,0,0,0,Low Risk
HH08467,Tamil Nadu,Coimbatore,Rural,8,43,Postgraduate,Salaried,42400.0,3490,8920.0,3350,2820,1980.0,3940,3640,1030,1070,348000,8920,2350.0,410,Unknown,12.2,Yes,Unknown,Medium,54,30240.0,5.5424528301886795,21.037735849056606,71.32075471698113,5300.0,3780.0,0,1,1,0,2,High Risk
HH08468,Maharashtra,Mumbai,Semi-Urban,4,34,Secondary,Salaried,40000.0,5030,11000.0,2990,4120,1440.0,3110,2500,550,1460,0,0,3900.0,1270,Home,17.7,Yes,Car,Low,76,32200.0,9.75,0.0,80.5,10000.0,8050.0,0,1,0,0,1,Moderate Risk
HH08469,Delhi,New Delhi,Urban,2,42,Graduate,Unemployed,10000.0,1000,2500.0,700,1190,570.0,750,500,370,200,45000,1000,880.0,460,Emergency_Fund,6.6,Yes,Two_Wheeler,Medium,60,7780.0,8.799999999999999,10.0,77.8,5000.0,3890.0,0,1,0,0,1,Moderate Risk
HH08470,Tamil Nadu,Madurai,Semi-Urban,4,57,Postgraduate,Daily Wage,33800.0,5510,4890.0,2520,4320,2240.0,2200,2150,1070,1580,118000,3130,3380.0,1380,Emergency_Fund,18.0,Yes,Two_Wheeler,Low,66,26480.0,10.0,9.2603550295858,78.34319526627219,8450.0,6620.0,0,0,0,0,0,Low Risk
HH08471,Maharashtra,Nagpur,Urban,5,63,Graduate,Salaried,74300.0,10740,14620.0,6010,8510,3740.0,6590,4570,2450,1940,0,0,8760.0,2170,Unknown,6.7,Yes,Unknown,Low,72,59170.0,11.790040376850605,0.0,79.63660834454912,14860.0,11834.0,0,0,0,0,0,Low Risk
HH08472,Rajasthan,Jodhpur,Urban,4,42,Postgraduate,Salaried,108900.0,18680,17850.0,7710,8340,8150.0,10090,7240,4350,4490,485000,10180,5590.0,1100,Education,10.6,Yes,Two_Wheeler_and_Car,Medium,63,86900.0,5.133149678604224,9.348025711662075,79.7979797979798,27225.0,21725.0,0,1,0,0,1,Moderate Risk
HH08473,Maharashtra,Mumbai,Urban,4,48,Below Secondary,Self-Employed,23600.0,5860,2500.0,2090,1430,990.0,1840,2040,410,680,0,0,2820.0,840,Unknown,11.6,Yes,Two_Wheeler_and_Car,Low,79,17840.0,11.949152542372882,0.0,75.59322033898304,5900.0,4460.0,0,0,0,0,0,Low Risk
HH08474,Andhra Pradesh,Vijayawada,Semi-Urban,5,48,Secondary,Unemployed,12400.0,4180,3380.0,1620,1670,500.0,960,850,270,250,0,0,-950.0,0,Home,0.0,Yes,Two_Wheeler,Medium,41,13680.0,-7.661290322580645,0.0,110.3225806451613,2480.0,2736.0,1,1,0,0,2,High Risk
HH08475,Karnataka,Bengaluru,Urban,3,29,Secondary,Unemployed,29300.0,5690,2500.0,2250,1570,2040.0,2490,1840,810,1130,268000,7050,1610.0,380,Vehicle,2.1,Yes,Car,Medium,40,20320.0,5.494880546075085,24.061433447098977,69.35153583617748,9766.666666666666,6773.333333333333,0,1,1,0,2,High Risk
HH08476,Karnataka,Mangaluru,Rural,4,34,Secondary,Salaried,15400.0,3000,3050.0,930,2110,1080.0,1250,1100,330,520,142000,2920,-580.0,0,Emergency_Fund,0.0,Yes,Two_Wheeler,High,32,13370.0,-3.766233766233766,18.961038961038962,86.81818181818181,3850.0,3342.5,0,1,0,1,2,High Risk
HH08477,Gujarat,Vadodara,Rural,5,25,Graduate,Salaried,46000.0,9430,9080.0,4420,6050,3650.0,3710,3040,540,1880,550000,9950,-3380.0,0,Education,0.0,Yes,Car,High,28,41800.0,-7.3478260869565215,21.630434782608695,90.8695652173913,9200.0,8360.0,0,1,1,1,3,Very High Risk
HH08478,Maharashtra,Pune,Urban,5,48,Diploma,Salaried,27900.0,2170,6700.0,3200,2480,940.0,1850,1090,600,800,158000,4100,3030.0,1230,Emergency_Fund,18.0,Yes,Two_Wheeler,Medium,64,19830.0,10.86021505376344,14.695340501792115,71.07526881720429,5580.0,3966.0,0,0,0,0,0,Low Risk
HH08479,Karnataka,Bengaluru,Urban,6,62,Secondary,Salaried,41400.0,13850,9090.0,3160,3600,4170.0,2660,3720,1430,1620,0,0,-1530.0,0,Home,0.0,Yes,Two_Wheeler,Medium,43,43300.0,-3.6956521739130435,0.0,104.58937198067633,6900.0,7216.666666666667,1,1,0,0,2,High Risk
HH08480,Rajasthan,Udaipur,Rural,7,54,Graduate,Self-Employed,33600.0,11400,11380.0,2990,1660,2060.0,2070,3010,1090,1610,190000,3280,-3870.0,0,Emergency_Fund,0.0,Yes,Car,High,33,37270.0,-11.517857142857142,9.761904761904763,110.92261904761904,4800.0,5324.285714285715,1,1,0,1,3,Very High Risk
HH08481,Andhra Pradesh,Madanapalle,Urban,2,44,Graduate,Self-Employed,85000.0,5630,12530.0,6010,950,3570.0,6880,6650,2510,1330,514000,11160,23350.0,8760,Education,18.0,Yes,Car,Very Low,84,46060.0,27.47058823529412,13.129411764705882,54.188235294117646,42500.0,23030.0,0,0,0,0,0,Low Risk
HH08482,Telangana,Warangal,Semi-Urban,6,43,Below Secondary,Daily Wage,16600.0,5240,2500.0,2840,1490,670.0,1540,570,610,770,116000,1760,-810.0,0,Retirement,0.0,Yes,Unknown,High,36,16230.0,-4.879518072289157,10.602409638554217,97.77108433734941,2766.6666666666665,2705.0,0,1,0,1,2,High Risk
HH08483,Rajasthan,Jaipur,Urban,5,41,Graduate,Salaried,35900.0,2310,10960.0,4150,1490,1010.0,2130,2040,1370,1760,344000,6190,1420.0,480,Emergency_Fund,1.3,Yes,Two_Wheeler,Medium,42,27220.0,3.955431754874652,17.24233983286908,75.82172701949861,7180.0,5444.0,0,1,0,0,1,Moderate Risk
HH08484,Delhi,New Delhi,Urban,4,54,Graduate,Salaried,137600.0,20090,24650.0,8190,10120,5720.0,11120,10830,1560,5610,0,0,32010.0,7170,Unknown,18.0,No,Two_Wheeler,Very Low,88,97890.0,23.263081395348838,0.0,71.14098837209303,34400.0,24472.5,0,0,0,0,0,Low Risk
HH08485,Gujarat,Surat,Urban,7,46,Secondary,Self-Employed,59400.0,14420,11400.0,5930,5800,3570.0,4350,3810,2180,1620,420000,9130,-2060.0,0,Business,0.0,Yes,Two_Wheeler,High,34,53080.0,-3.468013468013468,15.37037037037037,89.36026936026936,8485.714285714286,7582.857142857143,0,1,0,1,2,High Risk
HH08486,Rajasthan,Jodhpur,Urban,6,12,Graduate,Self-Employed,114100.0,10550,20680.0,7320,9930,3040.0,8530,4330,2100,4370,1099000,15620,14370.0,4270,Emergency_Fund,11.3,Yes,Two_Wheeler,Low,71,70850.0,12.59421560035057,13.6897458369851,62.09465381244522,19016.666666666668,11808.333333333334,0,0,0,0,0,Low Risk
HH08487,Uttar Pradesh,Kanpur,Rural,5,34,Graduate,Salaried,27300.0,8820,4720.0,2850,1970,1100.0,1620,870,900,920,0,0,2470.0,840,Emergency_Fund,8.9,Yes,Unknown,Low,70,23770.0,9.047619047619047,0.0,87.06959706959707,5460.0,4754.0,0,1,0,0,1,Moderate Risk
HH08488,Andhra Pradesh,Tirupati,Urban,2,49,Graduate,Salaried,54800.0,8190,7270.0,2670,410,1490.0,5150,2790,690,1870,0,0,13040.0,2300,Education,18.0,Yes,Car,Very Low,96,30530.0,23.795620437956206,0.0,55.71167883211678,27400.0,15265.0,0,0,0,0,0,Low Risk
HH08489,Gujarat,Vadodara,Urban,3,43,Secondary,Government,89600.0,11660,13720.0,5450,6730,4590.0,4360,3960,3410,2840,1050000,14200,11890.0,6060,Retirement,11.7,Yes,Car,Low,69,56720.0,13.270089285714285,15.848214285714285,63.30357142857142,29866.666666666668,18906.666666666668,0,0,0,0,0,Low Risk
